deflag,g1_15_AQ,g1_25_AQ,g2_38_CL,g2_37_CL,g4_61_LF,g4_68_LF,g5_86_PE,g5_99_PE
0,NA,NA,NA,0.131380544,NA,0.24314602,NA,NA
1,-1.238075811,0.736469579,NA,NA,1.080822832,0.280614191,1.000817744,0.108732918
0,NA,NA,NA,NA,NA,NA,NA,NA
0,NA,NA,31.4148204,NA,0.603733921,NA,NA,0.037162183
0,NA,NA,NA,NA,NA,NA,NA,NA
0,-0.045587179,0.334180497,12.87618751,0.07341316,0.401743316,0.429295184,1.018645264,0.07820905
0,1.392504666,0.215085352,23.54626455,0.043791475,0.833243952,0.063048978,1.053169776,0.134336837
0,NA,NA,NA,NA,NA,NA,NA,NA
0,0.095234972,NA,18.92986226,0.091025628,0.4871671,NA,NA,0.106028738
0,3.103140932,0.608877227,NA,NA,0.62373588,0.249284068,1.017768838,0.15107201
0,0.979117283,0.027588103,NA,NA,NA,-0.112646495,1.026200519,NA
0,-0.977685481,0.47440419,14.63635988,0.013215292,0.722223508,0.06951315,0.993602818,0.082996853
0,NA,NA,NA,NA,NA,NA,NA,NA
0,2.430805427,0.370191822,35.30273475,0.123324079,0.776084522,0.176976782,0.999815126,0.02930418
0,NA,NA,NA,0.040373187,0.615010279,NA,NA,0.042275311
0,NA,NA,NA,NA,NA,NA,NA,NA
0,3.868075695,0.087003644,NA,NA,NA,0.174957392,1.007809333,NA
0,NA,NA,20.48308273,0.049205915,NA,NA,1.034083796,0.158729628
0,NA,0.511084552,NA,0.05396607,NA,NA,NA,NA
0,1.406708,NA,12.58139404,0.107094656,NA,NA,NA,NA
0,NA,NA,NA,0.07543589,NA,0.447026305,1.018733101,0.05830579
0,NA,NA,NA,NA,NA,NA,NA,NA
0,2.310990978,0.136951938,5.664782915,0.095718018,1.217055589,0.240185862,1.00753312,0.102578851
0,NA,NA,20.84065881,NA,0.906968422,NA,NA,0.074019204
0,NA,NA,12.51408636,NA,0.745133874,NA,NA,-0.017511614
1,NA,NA,NA,0.047832375,1.124413782,NA,NA,0.089927268
0,2.644788796,0.211951442,14.75029091,0.115056137,0.762372847,0.618133512,1.005226345,0.123149798
0,NA,NA,NA,NA,NA,NA,NA,NA
0,NA,NA,NA,NA,NA,NA,NA,NA
0,-0.046963079,0.296948908,6.504043459,0.010284686,0.879642907,0.510497547,0.990801504,0.025693905
0,NA,NA,NA,NA,0.696462134,0.538162067,NA,-0.017532197
